,b'ArUcoTag#black',b'ArUcoTag#purple'
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,0.09150864747628135,
200,0.0705128372071556,0.0029108714818506885
201,0.1564592398410296,0.005288353769664828
202,0.1414741995663269,0.01965650094399731
203,0.060894890783482966,0.013065301936858216
204,0.16228909540967992,0.004720863184900448
205,0.19159502882029805,0.023621103246998253
206,0.15039372827994202,0.005951788424337205
207,0.07303654252123193,0.0033594642117209736
208,0.033980593525760175,0.0029957398351055796
209,0.09603286399844273,0.006911001875023635
210,0.06999720140220793,0.02141388796018818
211,0.10656262962866195,0.02249482956394596
212,0.052774237648568534,0.009674661901176385
213,0.038260232254914664,0.7246814271675309
214,0.04746290917088312,0.0025635219751604372
215,0.01653242440595135,0.011267972603682003
216,0.052546980590895714,0.7256301512474262
217,0.047000290401175385,0.008583906344774087
218,0.057443105250307464,0.7226374419123225
219,0.05255391228352047,0.7307179048062192
220,0.10368541971135237,0.010070858579527562
221,1.3728103288104296,0.010556931910699913
222,1.373758215290811,0.009493824323177412
223,1.4316371319846597,0.011182194075567952
224,1.3506546347821087,0.006392831705846512
225,0.028579593786513834,0.0031834968598956773
226,0.07249122279779474,0.004651203294389845
227,0.07957495801770549,0.005012901209770495
228,1.4017344246149397,0.007476448517611156
229,1.4685024290766173,0.005750681116356655
