,b'ArUcoTag#black',b'ArUcoTag#purple'
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,8.706079935558195,4.249586062508089
200,8.706079935558195,3.95124880095443
201,8.706079935558195,2.28885744514153
202,8.706079935558195,2.801890566703328
203,7.3168373952429056,5.5282095144308
204,7.2981404568181745,7.565671889386019
205,5.795161830336347,6.843835832871901
206,5.667561881095298,3.699564805052854
207,10.478732648152576,4.503403779112651
208,10.64796336987326,6.743328414629474
209,7.448535999437061,5.088279018569269
210,7.105053593245202,3.7376066494081677
211,8.367942948660968,6.327897118656774
212,8.209638321655996,6.510425505711595
213,8.241904084490509,7.442687606188979
214,6.733235148811832,6.483072465607494
215,6.669987680668558,4.504907248038145
216,8.179155841241766,4.829112089837984
217,7.104944959633466,2.5510208877522276
218,8.079443469871126,0.7626116220712466
219,5.849258621937047,4.217083288257043
220,5.688688590560673,5.258590032570958
221,9.936767842253488,3.0585299684066456
222,7.394169784024848,3.6943524458856927
223,3.2010294972844697,3.6288373407303003
224,4.676354171320134,3.4312653838483316
225,7.798120793801769,2.838164347996923
226,8.325387087596,3.826639210282369
227,8.792187440077653,5.327907510447902
228,9.298609049169022,2.770228483783942
229,9.298609049169022,2.416126212454764
230,6.689768467019389,2.7062322593764367
231,7.393255617071006,3.091892418376164
