,b'ArUcoTag#black',b'ArUcoTag#purple'
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,1.9734391302524312,0.08271569856204228
200,2.253143988430428,0.017471973123549502
201,0.7668166527016929,0.06925315347482176
202,2.8723943209213645,0.29630331314457753
203,2.9540814241400697,0.3080947514406577
204,0.9426062966241983,0.13325955378688573
205,2.527136485971622,0.6359617730084551
206,2.53659105150021,1.871966063343414
207,2.5228520964471834,0.10443550426304431
208,3.8408046575877557,1.8502275540117776
209,2.127762239565496,0.09268139740756423
210,1.783513142545991,2.5199455282886727
211,2.7188490148716093,1.7550660973278334
212,1.9440951598824694,3.5498205932302818
213,0.3354723740516535,2.605962726664703
214,2.4097146598829786,0.018239736331063447
215,6.21580043483891,0.07765775671404855
216,4.606507190121346,0.1719232513149372
217,2.6674108260488745,0.3341463111895767
218,1.7954438805881778,0.19618441748240592
219,1.6299017142410628,0.20159989950761414
220,1.4863663649214007,0.1275109908623621
221,2.9333462369457326,0.053453705112394806
222,2.153299436662649,0.2280381014326416
223,0.05827936429266228,0.25163764571682656
224,1.5664277110924618,0.32824003950471903
225,0.3673147478179281,0.08024505916467599
226,1.508560946728699,0.04404442524669105
227,3.319816825311145,0.03592192478184779
228,2.6972852883323117,0.04651375491246787
229,2.7522151829777486,0.1315038702219839
